Lista de Materiales — tal como la entregó Sistemas;;;;
56.207 líneas: Modelo -> Insumo -> Cantidad por unidad. Es el insumo base de todos los cálculos de este archivo.;;;;
;;;;
Modelo (base);Insumo (materia prima);Cantidad por unidad;UdM;
DONATO(L)- RINCONERO ALM. FIJO;LIENZO TNT 90 ANCHO (ALPILL);2,28;m;
DONATO(L)- RINCONERO ALM. FIJO;NYLON BOLSA 189X330X80 (LEAN);1;Units;
DONATO(L)- RINCONERO ALM. FIJO;PCP-35(REGATON 70X35);2;Units;
DONATO(L)- RINCONERO ALM. FIJO;PRECINTO 200X3.6;13;Units;
DONATO(L)- RINCONERO ALM. FIJO;REGATON BASTON 10*80P/PRECINTO;13;Units;
DONATO(L)- RINCONERO ALM. FIJO;TNT 120G - 1,5M - BLANCO/NEGRO;2,53;m;
DONATO(L)- RINCONERO ALM. FIJO;TNT 30G - 1,5M - BLANCO;3,57;m;
DONATO(L)- RINCONERO ALM. FIJO;FLP 05-40 (REG100X100X40);8;Units;
MISSANA(L), SOFA-2/3CPOS(STD);CORTE DE TELA 1;1;Units;
MISSANA(L), SOFA-2/3CPOS(STD);LISTON 1X2X0,630;0,69;ft²;
MISSANA(L), SOFA-2/3CPOS(STD);LISTON 1X2X0,670;0,73;ft²;
MISSANA(L), SOFA-2/3CPOS(STD);LISTON 1X2X0,800;2,62;ft²;
MISSANA(L), SOFA-2/3CPOS(STD);LISTON 1X3X0,800;3,94;ft²;
MISSANA(L), SOFA-2/3CPOS(STD);LISTON 1X3X1,850;3,84;ft²;
MISSANA(L), SOFA-2/3CPOS(STD);LISTON 1X2X1,850;7,04;ft²;
MISSANA(L), SOFA-2/3CPOS(STD);MDF 9MM                       ;1,92;m²;
MISSANA(L), SOFA-2/3CPOS(STD);CHAPADUR 3MM                  ;0,76;m²;
MISSANA(L), SOFA-2/3CPOS(STD);AMINA                         ;13,7351;g;
MISSANA(L), SOFA-2/3CPOS(STD);TDI (DI ISIOCANATO DE TOLUENO);3502,4767;g;
MISSANA(L), SOFA-2/3CPOS(STD);PASTA AMARILLA;4,1288;g;
MISSANA(L), SOFA-2/3CPOS(STD);T9 (OCTOATO DE ESTAAÑO)       ;15,0833;g;
MISSANA(L), SOFA-2/3CPOS(STD);VORANOL 3011 (POLIOL)         ;6374,1399;g;
MISSANA(L), SOFA-2/3CPOS(STD);CLORURO DE METILENO           ;298,1331;g;
MISSANA(L), SOFA-2/3CPOS(STD);SILICONA2 - B 8123 / 580      ;65,3063;g;
MISSANA(L), SOFA-2/3CPOS(STD);PASTA NEGRA;11,327;g;
MISSANA(L), SOFA-2/3CPOS(STD);SILICONA1 B 8228 - 594        ;32,383;g;
MISSANA(L), SOFA-2/3CPOS(STD);PASTA ROJA                    ;2,2464;g;
MISSANA(L), SOFA-2/3CPOS(STD);Cascara;2,36;kg;
MISSANA(L), SOFA-2/3CPOS(STD);FIBRA HUECA/CONJ/SIL15DX64(VEL;1,6;kg;
MISSANA(L), SOFA-2/3CPOS(STD);AUT HEX. MAD P AGU T2 12X1 1/2;10;Units;
MISSANA(L), SOFA-2/3CPOS(STD);AUT HEX. MAD P AGU T2 12X2;10;Units;
MISSANA(L), SOFA-2/3CPOS(STD);ABROJO FELPA NRO 5 (ESTANDAR);0,9;m;
MISSANA(L), SOFA-2/3CPOS(STD);ABROJO PINCHE NRO 5 (ESTANDAR);0,9;m;
MISSANA(L), SOFA-2/3CPOS(STD);CADENA NYLON N 5 (ESTANDAR);7,44;m;
MISSANA(L), SOFA-2/3CPOS(STD);CINCHA ELASTICA ASIENTO;8,62;m;
MISSANA(L), SOFA-2/3CPOS(STD);DESLIZADOR NRO 5;8;Units;
MISSANA(L), SOFA-2/3CPOS(STD);ETIQUETA BORDAD LIVING;1;Units;
MISSANA(L), SOFA-2/3CPOS(STD);GRAMPA 84/14;0,63;Unidad de Mil;
MISSANA(L), SOFA-2/3CPOS(STD);GRAMPA 84/8;1;Unidad de Mil;
MISSANA(L), SOFA-2/3CPOS(STD);GRAMPA 92/40;0,5;Unidad de Mil;
MISSANA(L), SOFA-2/3CPOS(STD);GUATA 100G 150M;4,07;m;
MISSANA(L), SOFA-2/3CPOS(STD);HILO VAHE (ESTANDAR) X;50;m;
MISSANA(L), SOFA-2/3CPOS(STD);LIENZO ALPILLERA 0.50;1,84;m;
MISSANA(L), SOFA-2/3CPOS(STD);LIENZO TNT 75 ANCHO (ALPILL);1,66;m;
MISSANA(L), SOFA-2/3CPOS(STD);LIENZO TNT 90 ANCHO (ALPILL);2;m;
MISSANA(L), SOFA-2/3CPOS(STD);NYLON BOLSA 189X330X80 (LEAN);1;Units;
MISSANA(L), SOFA-2/3CPOS(STD);PCP-35(REGATON 70X35);2;Units;
MISSANA(L), SOFA-2/3CPOS(STD);TNT 120G - 1,5M - BLANCO/NEGRO;1,52;m;
MISSANA(L), SOFA-2/3CPOS(STD);TNT 30G - 1,5M - BLANCO;1,62;m;
MISSANA(L), SOFA-2/3CPOS(STD);FLP 05-40 (REG100X100X40);4;Units;
MISSANA(L), SOFA-2/3CPOS(STD);FILM STRETCH50CM 23 MIC INDUST;0,31;kg;
LISBOA,JUEGO-2+1+1;CORTE DE TELA 1;1;Units;
LISBOA,JUEGO-2+1+1;LISTON 1X2X1,850;14,71;ft²;
LISBOA,JUEGO-2+1+1;LISTON 1X2X0,670;0,37;ft²;
LISBOA,JUEGO-2+1+1;LISTON 1X2X0,700;14,16;ft²;
LISBOA,JUEGO-2+1+1;LISTON 1X3X0,700;10,33;ft²;
LISBOA,JUEGO-2+1+1;MDF 9MM                       ;3,77;m²;
LISBOA,JUEGO-2+1+1;AMINA                         ;2,5413;g;
LISBOA,JUEGO-2+1+1;TDI (DI ISIOCANATO DE TOLUENO);831,1233;g;
LISBOA,JUEGO-2+1+1;PASTA AMARILLA;2,0488;g;
LISBOA,JUEGO-2+1+1;T9 (OCTOATO DE ESTAAÑO)       ;4,0779;g;
LISBOA,JUEGO-2+1+1;VORANOL 3011 (POLIOL)         ;1267,2419;g;
LISBOA,JUEGO-2+1+1;CLORURO DE METILENO           ;150,1731;g;
LISBOA,JUEGO-2+1+1;SILICONA2 - B 8123 / 580      ;26,6935;g;
LISBOA,JUEGO-2+1+1;Cascara;13,52;kg;
LISBOA,JUEGO-2+1+1;AUT HEX. MAD P AGU T2 12X1 1/2;24;Units;
LISBOA,JUEGO-2+1+1;AUT HEX. MAD P AGU T2 12X2;13;Units;
LISBOA,JUEGO-2+1+1;CINCHA ELASTICA ASIENTO;8,18;m;
LISBOA,JUEGO-2+1+1;ETIQUETA BORDAD LIVING;3;Units;
LISBOA,JUEGO-2+1+1;GRAMPA 84/14;2,13;Unidad de Mil;
LISBOA,JUEGO-2+1+1;GRAMPA 84/8;3,38;Unidad de Mil;
LISBOA,JUEGO-2+1+1;GRAMPA 92/40;0,8;Unidad de Mil;
LISBOA,JUEGO-2+1+1;HILO VAHE (ESTANDAR) X;150;m;
LISBOA,JUEGO-2+1+1;LIENZO TNT 90 ANCHO (ALPILL);3,58;m;
LISBOA,JUEGO-2+1+1;NYLON BOLSA 189X215X80 (LEAN);2;Units;
LISBOA,JUEGO-2+1+1;NYLON BOLSA 189X280X80 (LEAN);1;Units;
LISBOA,JUEGO-2+1+1;PCP-65 (REGATON 70X65);13;Units;
VERONA- RINCONERO;CORTE DE TELA 1;1;Units;
VERONA- RINCONERO;LISTON 1X2X1,850;7,35;ft²;
VERONA- RINCONERO;LISTON 1X3X1,850;5,99;ft²;
VERONA- RINCONERO;LISTON 1X4X2,220;6,1;ft²;
VERONA- RINCONERO;MDF 15MM;2,58;m²;
VERONA- RINCONERO;CHAPADUR 3MM                  ;0,39;m²;
VERONA- RINCONERO;AMINA                         ;30,5865;g;
VERONA- RINCONERO;TDI (DI ISIOCANATO DE TOLUENO);8017,5764;g;
VERONA- RINCONERO;PASTA AMARILLA;6,5702;g;
VERONA- RINCONERO;T9 (OCTOATO DE ESTAAÑO)       ;34,0017;g;
VERONA- RINCONERO;VORANOL 3011 (POLIOL)         ;14715,3105;g;
VERONA- RINCONERO;CLORURO DE METILENO           ;476,3174;g;
VERONA- RINCONERO;SILICONA2 - B 8123 / 580      ;99,0737;g;
VERONA- RINCONERO;PASTA NEGRA;34,6799;g;
VERONA- RINCONERO;SILICONA1 B 8228 - 594        ;99,1471;g;
VERONA- RINCONERO;PASTA ROJA                    ;2,6286;g;
VERONA- RINCONERO;Cascara;4,72;kg;
VERONA- RINCONERO;ARANDELA PLANA 5/16;12;Units;
VERONA- RINCONERO;AUT HEX. MAD P AGU T2 12X2;4;Units;
VERONA- RINCONERO;AUT HEX. MAD P AGU T2 12X3;36;Units;
VERONA- RINCONERO;BULON CABEZA RED C/C 1/4X2 1/2;6;Units;
VERONA- RINCONERO;CADENA NYLON N 5 (ESTANDAR);6,75;m;
VERONA- RINCONERO;CEMENTO SOLIDEX 0777 FC 0782MV;1;kg;
VERONA- RINCONERO;CINCHA ELASTICA ASIENTO;27,38;m;
VERONA- RINCONERO;CINCHA ELASTICA RESPALDO;3,81;m;
VERONA- RINCONERO;DESLIZADOR NRO 5;7;Units;
VERONA- RINCONERO;ETIQUETA BORDAD LIVING;2;Units;
VERONA- RINCONERO;FORRO 21MM (ESTANDAR);12,5;m;
VERONA- RINCONERO;GRAMPA 114/40;0,7;Unidad de Mil;
VERONA- RINCONERO;GRAMPA 84/14;2;Unidad de Mil;
VERONA- RINCONERO;GRAMPA 84/8;3,25;Unidad de Mil;
VERONA- RINCONERO;GUATA 100G 150M;5,78;m;
VERONA- RINCONERO;HILO VAHE (ESTANDAR) X;100;m;
VERONA- RINCONERO;LIENZO ALPILLERA 0.50;4,76;m;
VERONA- RINCONERO;LIENZO TNT 110 ANCHO (ALPILL);4,79;m;
VERONA- RINCONERO;NYLON BOLSA 189X330X80 (LEAN);2;Units;
VERONA- RINCONERO;PCP-65 (REGATON 70X65);2;Units;
VERONA- RINCONERO;TNT 120G - 1,5M - BLANCO/NEGRO;2,8;m;
VERONA- RINCONERO;TUERCA HEX. 1/4;6;Units;
VERONA- RINCONERO;FLM 31-70(WENGUE);8;Units;
LARA- RINCONERO;CORTE DE TELA 1;1;Units;
LARA- RINCONERO;LISTON 1X2X1,850;21,55;ft²;
LARA- RINCONERO;LISTON 1X2X0,800;2,19;ft²;
LARA- RINCONERO;LISTON 1X3X1,850;5,68;ft²;
LARA- RINCONERO;MDF 9MM                       ;4,77;m²;
LARA- RINCONERO;CHAPADUR 3MM                  ;1,53;m²;
LARA- RINCONERO;AMINA                         ;17,102;g;
LARA- RINCONERO;TDI (DI ISIOCANATO DE TOLUENO);4468,4241;g;
LARA- RINCONERO;PASTA AMARILLA;3,8948;g;
LARA- RINCONERO;T9 (OCTOATO DE ESTAAÑO)       ;18,9788;g;
LARA- RINCONERO;VORANOL 3011 (POLIOL)         ;7881,371;g;
LARA- RINCONERO;CLORURO DE METILENO           ;282,7001;g;
LARA- RINCONERO;SILICONA2 - B 8123 / 580      ;57,8603;g;
LARA- RINCONERO;PASTA NEGRA;13,6406;g;
LARA- RINCONERO;SILICONA1 B 8228 - 594        ;53,8109;g;
LARA- RINCONERO;PASTA ROJA                    ;2,6784;g;
LARA- RINCONERO;VORANOL 3943 (COPO)           ;299,2155;g;
LARA- RINCONERO;Cascara;4,72;kg;
LARA- RINCONERO;ARANDELA PLANA 1/4;12;Units;
LARA- RINCONERO;AUT HEX. MAD P AGU T2 12X2;24;Units;
LARA- RINCONERO;AUT HEX. MAD P AGU T2 12X3;8;Units;
LARA- RINCONERO;BULON CABEZA RED C/C 1/4X2 1/2;6;Units;
LARA- RINCONERO;CEMENTO SOLIDEX 0777 FC 0782MV;0,8;kg;
LARA- RINCONERO;CINCHA ELASTICA ASIENTO;15;m;
LARA- RINCONERO;CINCHA ELASTICA RESPALDO;4,5;m;
LARA- RINCONERO;ETIQUETA BORDAD LIVING;2;Units;
LARA- RINCONERO;FORRO 21MM (ESTANDAR);12,5;m;
LARA- RINCONERO;GRAMPA 114/40;0,7;Unidad de Mil;
LARA- RINCONERO;GRAMPA 84/14;1,75;Unidad de Mil;
LARA- RINCONERO;GRAMPA 84/8;3;Unidad de Mil;
LARA- RINCONERO;HILO VAHE (ESTANDAR) X;100;m;
LARA- RINCONERO;LIENZO TNT 75 ANCHO (ALPILL);3,88;m;
LARA- RINCONERO;LIENZO TNT 90 ANCHO (ALPILL);3,78;m;
LARA- RINCONERO;NYLON BOLSA 189X280X80 (LEAN);2;Units;
LARA- RINCONERO;TUERCA HEX. 1/4;6;Units;
LARA- RINCONERO;PCP-65 (REGATON 70X65);2;Units;
LARA- RINCONERO;FLM 31-70(WENGUE);8;Units;
LOAN- RINCONERO;CORTE DE TELA 1;1;Units;
LOAN- RINCONERO;LISTON 1X2X0,670;0,73;ft²;
LOAN- RINCONERO;LISTON 1X2X0,800;3,5;ft²;
LOAN- RINCONERO;LISTON 1X2X1,850;10,98;ft²;
LOAN- RINCONERO;LISTON 1X3X0,760;1,25;ft²;
LOAN- RINCONERO;LISTON 1X3X0,800;3,94;ft²;
LOAN- RINCONERO;LISTON 1X3X1,850;4,55;ft²;
LOAN- RINCONERO;MDF 9MM                       ;2,52;m²;
LOAN- RINCONERO;CHAPADUR 3MM                  ;0,89;m²;
LOAN- RINCONERO;AMINA                         ;13,262;g;
LOAN- RINCONERO;TDI (DI ISIOCANATO DE TOLUENO);3639,937;g;
LOAN- RINCONERO;PASTA AMARILLA;2,2984;g;
LOAN- RINCONERO;T9 (OCTOATO DE ESTAAÑO)       ;15,4352;g;
LOAN- RINCONERO;VORANOL 3011 (POLIOL)         ;6629,1241;g;
LOAN- RINCONERO;CLORURO DE METILENO           ;168,4683;g;
LOAN- RINCONERO;SILICONA2 - B 8123 / 580      ;29,9455;g;
LOAN- RINCONERO;PASTA NEGRA;18,0509;g;
LOAN- RINCONERO;SILICONA1 B 8228 - 594        ;51,6061;g;
LOAN- RINCONERO;Cascara;2,36;kg;
LOAN- RINCONERO;FIBRA HUECA/CONJ/SIL15DX64(VEL;4,5;kg;
LOAN- RINCONERO;AUT HEX. MAD P AGU T2 12X1 1/2;10;Units;
LOAN- RINCONERO;AUT HEX. MAD P AGU T2 12X2;18;Units;
LOAN- RINCONERO;CADENA NYLON N 5 (ESTANDAR);5,12;m;
LOAN- RINCONERO;CEMENTO SOLIDEX 0777 FC 0782MV;1,1;kg;
LOAN- RINCONERO;CINCHA ELASTICA ASIENTO;10,73;m;
LOAN- RINCONERO;DESLIZADOR NRO 5;7;Units;
LOAN- RINCONERO;ETIQUETA BORDAD LIVING;2;Units;
LOAN- RINCONERO;FILM STRETCH50CM 23 MIC INDUST;0,41;kg;
LOAN- RINCONERO;FORRO 21MM (ESTANDAR);12,5;m;
LOAN- RINCONERO;GRAMPA 84/14;0,88;Unidad de Mil;
LOAN- RINCONERO;GRAMPA 84/8;1,25;Unidad de Mil;
LOAN- RINCONERO;GRAMPA 92/40;0,7;Unidad de Mil;
LOAN- RINCONERO;GUATA 100G 150M;3,34;m;
LOAN- RINCONERO;HILO VAHE (ESTANDAR) X;100;m;
LOAN- RINCONERO;LIENZO ALPILLERA 0.50;1,84;m;
LOAN- RINCONERO;LIENZO TNT 75 ANCHO (ALPILL);2,07;m;
LOAN- RINCONERO;LIENZO TNT 90 ANCHO (ALPILL);2,94;m;
LOAN- RINCONERO;NYLON BOLSA 129X138X80 (LEAN)P;1;Units;
LOAN- RINCONERO;NYLON BOLSA 189X330X80 (LEAN);1;Units;
LOAN- RINCONERO;PCP-65 (REGATON 70X65);2;Units;
LOAN- RINCONERO;TNT 120G - 1,5M - BLANCO/NEGRO;1,49;m;
LOAN- RINCONERO;TNT 30G - 1,5M - BLANCO;2,92;m;
LOAN- RINCONERO;FLM 31-70(WENGUE);8;Units;
URBAN- RINCONERO;CORTE DE TELA 1;1;Units;
URBAN- RINCONERO;LISTON 1X2X0,580;1,27;ft²;
URBAN- RINCONERO;LISTON 1X2X0,800;3,5;ft²;
URBAN- RINCONERO;LISTON 1X2X1,520;4,99;ft²;
URBAN- RINCONERO;LISTON 1X3X0,800;3,94;ft²;
URBAN- RINCONERO;LISTON 1X3X1,520;3,74;ft²;
URBAN- RINCONERO;LISTON 1X2X1,850;4,91;ft²;
URBAN- RINCONERO;MDF 9MM                       ;1,96;m²;
URBAN- RINCONERO;CHAPADUR 3MM                  ;0,89;m²;
URBAN- RINCONERO;AMINA                         ;9,8979;g;
URBAN- RINCONERO;TDI (DI ISIOCANATO DE TOLUENO);2681,2389;g;
URBAN- RINCONERO;PASTA AMARILLA;1,2896;g;
URBAN- RINCONERO;T9 (OCTOATO DE ESTAAÑO)       ;11,2233;g;
URBAN- RINCONERO;VORANOL 3011 (POLIOL)         ;4948,357;g;
URBAN- RINCONERO;CLORURO DE METILENO           ;94,5252;g;
URBAN- RINCONERO;SILICONA2 - B 8123 / 580      ;16,802;g;
URBAN- RINCONERO;PASTA NEGRA;14,3877;g;
URBAN- RINCONERO;SILICONA1 B 8228 - 594        ;41,1333;g;
URBAN- RINCONERO;Cascara;2,36;kg;
URBAN- RINCONERO;FIBRA HUECA/CONJ/SIL15DX64(VEL;3,6;kg;
URBAN- RINCONERO;AUT HEX. MAD P AGU T2 12X1 1/2;10;Units;
URBAN- RINCONERO;AUT HEX. MAD P AGU T2 12X2;10;Units;
URBAN- RINCONERO;CADENA NYLON N 5 (ESTANDAR);4,8;m;
URBAN- RINCONERO;CEMENTO SOLIDEX 0777 FC 0782MV;0,7;kg;
URBAN- RINCONERO;CINCHA ELASTICA ASIENTO;8,75;m;
URBAN- RINCONERO;DESLIZADOR NRO 5;7;Units;
URBAN- RINCONERO;ETIQUETA BORDAD LIVING;2;Units;
URBAN- RINCONERO;FILM STRETCH50CM 23 MIC INDUST;0,41;kg;
URBAN- RINCONERO;FORRO 21MM (ESTANDAR);12,5;m;
URBAN- RINCONERO;GRAMPA 84/14;0,75;Unidad de Mil;
URBAN- RINCONERO;GRAMPA 84/8;0,94;Unidad de Mil;
URBAN- RINCONERO;GRAMPA 92/40;0,5;Unidad de Mil;
URBAN- RINCONERO;GUATA 100G 150M;2,59;m;
URBAN- RINCONERO;HILO VAHE (ESTANDAR) X;100;m;
URBAN- RINCONERO;LIENZO ALPILLERA 0.50;1,84;m;
URBAN- RINCONERO;LIENZO TNT 75 ANCHO (ALPILL);2,34;m;
URBAN- RINCONERO;LIENZO TNT 90 ANCHO (ALPILL);1,94;m;
URBAN- RINCONERO;NYLON BOLSA 189X330X80 (LEAN);1;Units;
URBAN- RINCONERO;PCP-65 (REGATON 70X65);10;Units;
URBAN- RINCONERO;TNT 120G - 1,5M - BLANCO/NEGRO;0,86;m;
URBAN- RINCONERO;TNT 30G - 1,5M - BLANCO;3,36;m;
LUXOR- RINCONERO;CORTE DE TELA 1;1;Units;
LUXOR- RINCONERO;FLM 33-110(NATURAL);8;Units;
LUXOR- RINCONERO;LISTON 1X2X0,630;0,69;ft²;
LUXOR- RINCONERO;LISTON 1X2X0,700;0,77;ft²;
LUXOR- RINCONERO;LISTON 1X2X0,800;4,37;ft²;
LUXOR- RINCONERO;LISTON 1X2X1,520;6,07;ft²;
LUXOR- RINCONERO;LISTON 1X3X0,700;1,15;ft²;
LUXOR- RINCONERO;LISTON 1X3X0,800;3,94;ft²;
LUXOR- RINCONERO;LISTON 1X3X1,520;4,55;ft²;
LUXOR- RINCONERO;LISTON 1X2X1,850;3,15;ft²;
LUXOR- RINCONERO;MDF 9MM                       ;2,17;m²;
LUXOR- RINCONERO;CHAPADUR 3MM                  ;0,55;m²;
LUXOR- RINCONERO;AMINA                         ;13,5294;g;
LUXOR- RINCONERO;TDI (DI ISIOCANATO DE TOLUENO);3383,7495;g;
LUXOR- RINCONERO;PASTA AMARILLA;4,2848;g;
LUXOR- RINCONERO;T9 (OCTOATO DE ESTAAÑO)       ;14,5398;g;
LUXOR- RINCONERO;VORANOL 3011 (POLIOL)         ;5565,508;g;
LUXOR- RINCONERO;CLORURO DE METILENO           ;309,7551;g;
LUXOR- RINCONERO;SILICONA2 - B 8123 / 580      ;66,8591;g;
LUXOR- RINCONERO;VORANOL 3943 (COPO)           ;597,0393;g;
LUXOR- RINCONERO;SILICONA1 B 8228 - 594        ;29,5581;g;
LUXOR- RINCONERO;PASTA ROJA                    ;4,7268;g;
LUXOR- RINCONERO;Cascara;2,36;kg;
LUXOR- RINCONERO;AUT HEX. MAD P AGU T2 12X1 1/2;10;Units;
LUXOR- RINCONERO;AUT HEX. MAD P AGU T2 12X2;16;Units;
LUXOR- RINCONERO;AUT HEX. MAD P AGU T2 12X3;2;Units;
LUXOR- RINCONERO;CADENA NYLON N 5 (ESTANDAR);1,5;m;
LUXOR- RINCONERO;CEMENTO SOLIDEX 0777 FC 0782MV;0,7;kg;
LUXOR- RINCONERO;CINCHA ELASTICA ASIENTO;21,38;m;
LUXOR- RINCONERO;DESLIZADOR NRO 5;3;Units;
LUXOR- RINCONERO;ETIQUETA BORDAD LIVING;2;Units;
LUXOR- RINCONERO;FILM STRETCH50CM 23 MIC INDUST;0,41;kg;
LUXOR- RINCONERO;FORRO 21MM (ESTANDAR);12,5;m;
LUXOR- RINCONERO;GRAMPA 84/14;0,75;Unidad de Mil;
LUXOR- RINCONERO;GRAMPA 84/8;1,13;Unidad de Mil;
LUXOR- RINCONERO;GRAMPA 92/40;0,5;Unidad de Mil;
LUXOR- RINCONERO;GUATA 100G 150M;3,43;m;
LUXOR- RINCONERO;HILO VAHE (ESTANDAR) X;100;m;
LUXOR- RINCONERO;LIENZO ALPILLERA 0.50;1,84;m;
LUXOR- RINCONERO;LIENZO TNT 75 ANCHO (ALPILL);1,97;m;
LUXOR- RINCONERO;LIENZO TNT 90 ANCHO (ALPILL);3,2;m;
LUXOR- RINCONERO;NYLON BOLSA 129X138X80 (LEAN)P;1;Units;
LUXOR- RINCONERO;NYLON BOLSA 189X330X80 (LEAN);1;Units;
LUXOR- RINCONERO;PCP-105 ( REGATON 70X105);2;Units;
LUXOR- RINCONERO;PRECINTO 200X3.6;8;Units;
LUXOR- RINCONERO;REGATON BASTON 10*80P/PRECINTO;9;Units;
LUXOR- RINCONERO;PRECINTO 250X3.6;1;Units;
PIETRO, SOFA-2/3CPOS(STD);CORTE DE TELA 1;1;Units;
PIETRO, SOFA-2/3CPOS(STD);LISTON 1X2X1,850;9,73;ft²;
PIETRO, SOFA-2/3CPOS(STD);LISTON 1X2X0,580;0,63;ft²;
PIETRO, SOFA-2/3CPOS(STD);LISTON 1X2X0,700;5,36;ft²;
PIETRO, SOFA-2/3CPOS(STD);LISTON 1X3X1,850;4,23;ft²;
PIETRO, SOFA-2/3CPOS(STD);LISTON 1X4X2,220;1,79;ft²;
PIETRO, SOFA-2/3CPOS(STD);MDF 15MM;2,16;m²;
PIETRO, SOFA-2/3CPOS(STD);CHAPADUR 3MM                  ;0,09;m²;
PIETRO, SOFA-2/3CPOS(STD);AMINA                         ;11,7135;g;
PIETRO, SOFA-2/3CPOS(STD);TDI (DI ISIOCANATO DE TOLUENO);2984,9726;g;
PIETRO, SOFA-2/3CPOS(STD);PASTA AMARILLA;4,1418;g;
PIETRO, SOFA-2/3CPOS(STD);T9 (OCTOATO DE ESTAAÑO)       ;13,0203;g;
PIETRO, SOFA-2/3CPOS(STD);VORANOL 3011 (POLIOL)         ;5371,412;g;
PIETRO, SOFA-2/3CPOS(STD);CLORURO DE METILENO           ;299,1641;g;
PIETRO, SOFA-2/3CPOS(STD);SILICONA2 - B 8123 / 580      ;65,2758;g;
PIETRO, SOFA-2/3CPOS(STD);PASTA NEGRA;7,8566;g;
PIETRO, SOFA-2/3CPOS(STD);SILICONA1 B 8228 - 594        ;22,4614;g;
PIETRO, SOFA-2/3CPOS(STD);PASTA ROJA                    ;2,2074;g;
PIETRO, SOFA-2/3CPOS(STD);Cascara;2,36;kg;
PIETRO, SOFA-2/3CPOS(STD);ARANDELA PLANA 5/16;24;Units;
PIETRO, SOFA-2/3CPOS(STD);AUT HEX. MAD P AGU T2 12X1 1/2;15;Units;
PIETRO, SOFA-2/3CPOS(STD);AUT HEX. MAD P AGU T2 12X3;7;Units;
PIETRO, SOFA-2/3CPOS(STD);BULON CABEZA RED C/C 1/4X2 1/2;2;Units;
PIETRO, SOFA-2/3CPOS(STD);BULON CABEZA RED C/C 1/4X3;6;Units;
PIETRO, SOFA-2/3CPOS(STD);CEMENTO SOLIDEX 0777 FC 0782MV;0,5;kg;
PIETRO, SOFA-2/3CPOS(STD);CINCHA ELASTICA ASIENTO;7,56;m;
PIETRO, SOFA-2/3CPOS(STD);CINCHA ELASTICA RESPALDO;2,94;m;
PIETRO, SOFA-2/3CPOS(STD);ETIQUETA BORDAD LIVING;1;Units;
PIETRO, SOFA-2/3CPOS(STD);FORRO 21MM (ESTANDAR);6,25;m;
PIETRO, SOFA-2/3CPOS(STD);GRAMPA 114/40;0,35;Unidad de Mil;
PIETRO, SOFA-2/3CPOS(STD);GRAMPA 84/14;1,25;Unidad de Mil;
PIETRO, SOFA-2/3CPOS(STD);GRAMPA 84/8;1,63;Unidad de Mil;
PIETRO, SOFA-2/3CPOS(STD);GUATA 200G 150M;2,84;m;
PIETRO, SOFA-2/3CPOS(STD);HILO VAHE (ESTANDAR) X;50;m;
PIETRO, SOFA-2/3CPOS(STD);LIENZO TNT 75 ANCHO (ALPILL);3,18;m;
PIETRO, SOFA-2/3CPOS(STD);LIENZO TNT 110 ANCHO (ALPILL);1,87;m;
PIETRO, SOFA-2/3CPOS(STD);NYLON BOLSA 189X330X80 (LEAN);1;Units;
PIETRO, SOFA-2/3CPOS(STD);PCA-160;1;Units;
PIETRO, SOFA-2/3CPOS(STD);TUERCA HEX. 1/4;8;Units;
PIETRO, SOFA-2/3CPOS(STD);FLA 70-160;4;Units;
URBAN, SOFA-1/2CPOS(-29);CORTE DE TELA 1;1;Units;
URBAN, SOFA-1/2CPOS(-29);LISTON 1X2X0,580;0,95;ft²;
URBAN, SOFA-1/2CPOS(-29);LISTON 1X2X0,800;3,5;ft²;
URBAN, SOFA-1/2CPOS(-29);LISTON 1X2X1,230;4,04;ft²;
URBAN, SOFA-1/2CPOS(-29);LISTON 1X3X1,850;6,97;ft²;
URBAN, SOFA-1/2CPOS(-29);LISTON 1X2X1,850;1,61;ft²;
URBAN, SOFA-1/2CPOS(-29);MDF 9MM                       ;1,48;m²;
URBAN, SOFA-1/2CPOS(-29);CHAPADUR 3MM                  ;0,84;m²;
URBAN, SOFA-1/2CPOS(-29);AMINA                         ;6,0349;g;
URBAN, SOFA-1/2CPOS(-29);TDI (DI ISIOCANATO DE TOLUENO);1651,5509;g;
URBAN, SOFA-1/2CPOS(-29);PASTA AMARILLA;0,988;g;
URBAN, SOFA-1/2CPOS(-29);T9 (OCTOATO DE ESTAAÑO)       ;6,9835;g;
URBAN, SOFA-1/2CPOS(-29);VORANOL 3011 (POLIOL)         ;3016,7061;g;
URBAN, SOFA-1/2CPOS(-29);CLORURO DE METILENO           ;72,4185;g;
URBAN, SOFA-1/2CPOS(-29);SILICONA2 - B 8123 / 580      ;12,8725;g;
URBAN, SOFA-1/2CPOS(-29);PASTA NEGRA;8,3386;g;
URBAN, SOFA-1/2CPOS(-29);SILICONA1 B 8228 - 594        ;23,8394;g;
URBAN, SOFA-1/2CPOS(-29);Cascara;2,36;kg;
URBAN, SOFA-1/2CPOS(-29);FIBRA HUECA/CONJ/SIL15DX64(VEL;3;kg;
URBAN, SOFA-1/2CPOS(-29);AUT HEX. MAD P AGU T2 12X1 1/2;10;Units;
URBAN, SOFA-1/2CPOS(-29);AUT HEX. MAD P AGU T2 12X2;5;Units;
